日期,1d,5d,開盤,最高,最低,收盤,成交值千元,外資買賣超金額,投信買賣超金額,自營商買賣超金額,融資餘額張數,融券餘額張數,開盤2,最高2,最低2,收盤2,成交值千元2,外資買賣超金額2,投信買賣超金額2,自營商買賣超金額2,融資餘額張數2,融券餘額張數2
20170707,1,1,48.75,48.8,48.4,48.55,461439.28,-11614.08,-2136.2,-36412.5,18305,281,2376.5625,2381.44,2342.56,2357.1025,2.12926E+11,134886854.2,4563350.44,1325870156,335073025,78961
20170710,1,1,48.65,48.9,48.6,48.9,420967.59,-40551.3,-831.3,-24841.2,19077,349,2366.8225,2391.21,2361.96,2391.21,1.77214E+11,1644407932,691059.69,617085217.4,363931929,121801
20170711,1,0,49.1,49.7,49.1,49.7,910791.19,380143.28,-248.5,5516.7,19292,385,2410.81,2470.09,2410.81,2470.09,8.29541E+11,1.44509E+11,61752.25,30433978.89,372181264,148225
20170712,0,0,49.7,50.2,49.7,50,1174831.38,489533.75,-1922.65,-21250,17215,505,2470.09,2520.04,2470.09,2500,1.38023E+12,2.39643E+11,3696583.023,451562500,296356225,255025
20170713,0,0,50.2,50.3,49.85,50,596709.94,84477.3,-8400,-9900,17186,503,2520.04,2530.09,2485.0225,2500,3.56063E+11,7136414215,70560000,98010000,295358596,253009
20170714,0,0,50,50,49.75,49.85,346295.94,43211.48,-31156.25,-3190.4,16827,511,2500,2500,2475.0625,2485.0225,1.19921E+11,1867232004,970711914.1,10178652.16,283147929,261121
20170717,0,0,49.75,49.9,49.4,49.45,564150.94,-142450.61,-17237.18,-2027.45,18125,423,2475.0625,2490.01,2440.36,2445.3025,3.18266E+11,20292176289,297120374.4,4110553.503,328515625,178929
20170718,1,0,49.3,49.45,49.05,49.1,654142.81,-27713.22,2013.1,-4173.5,18841,361,2430.49,2445.3025,2405.9025,2410.81,4.27903E+11,768022562.8,4052571.61,17418102.25,354983281,130321
20170719,0,0,49.25,49.6,49.2,49.45,631551.88,68438.8,-27246.95,-4450.5,19175,384,2425.5625,2460.16,2420.64,2445.3025,3.98858E+11,4683869345,742396284.3,19806950.25,367680625,147456
20170720,0,1,49.55,49.55,49.25,49.3,313647.16,-19106.12,-14297,-640.9,18985,399,2455.2025,2455.2025,2425.5625,2430.49,98374540976,365043821.5,204404209,410752.81,360430225,159201
20170721,0,1,49.25,49.3,49.05,49.2,285387.31,23901.02,-49.2,7380,18650,393,2425.5625,2430.49,2405.9025,2420.64,81445916709,571258757,2420.64,54464400,347822500,154449
20170724,0,0,49,49.2,48.85,49.2,444906.72,46354.03,-19630.8,16334.4,18619,364,2401,2420.64,2386.3225,2420.64,1.97942E+11,2148696097,385368308.6,266812623.4,346667161,132496
20170725,0,0,49.2,49.35,49.05,49.1,300815.09,53071.99,-16301.2,5155.5,18569,366,2420.64,2435.4225,2405.9025,2410.81,90489718372,2816636123,265729121.4,26579180.25,344807761,133956
20170726,1,1,49.1,49.2,48.95,49.05,304761.47,8432.28,-9564.75,-18050.4,18579,364,2410.81,2420.64,2396.1025,2405.9025,92879553597,71103346,91484442.56,325816940.2,345179241,132496
20170727,0,0,49.25,49.8,49.05,49.8,631211.81,251335.92,-6772.8,37798.2,18564,306,2425.5625,2480.04,2405.9025,2480.04,3.98428E+11,63169744682,45870819.84,1428703923,344622096,93636
20170728,0,0,49.7,49.7,49.3,49.35,423024.25,18043.45,-7797.3,-57838.2,18640,319,2470.09,2470.09,2430.49,2435.4225,1.7895E+11,325566087.9,60797887.29,3345257379,347449600,101761
20170731,0,0,49.35,49.35,49,49.2,497211.09,-86010.75,-6297.6,1722,18950,308,2435.4225,2435.4225,2401,2420.64,2.47219E+11,7397849116,39659765.76,2965284,359102500,94864
20170801,1,1,49.1,49.2,48.9,49,444448.59,-103074.09,-1225,4312,19105,263,2410.81,2420.64,2391.21,2401,1.97535E+11,10624268029,1500625,18593344,365001025,69169
20170802,0,0,49.1,49.2,48.95,49.15,432673.06,-14818.58,-6340.35,16956.75,18765,255,2410.81,2420.64,2396.1025,2415.7225,1.87206E+11,219590313.2,40200038.12,287531370.6,352125225,65025
20170803,0,0,48.9,49,48.7,48.9,564950.19,-71488.91,-4107.6,-33154.2,19015,272,2391.21,2401,2371.69,2391.21,3.19169E+11,5110664253,16872377.76,1099200978,361570225,73984
20170804,1,0,48.9,48.95,48.75,48.9,394591.97,-96690.85,-21809.4,-1564.8,19244,263,2391.21,2396.1025,2376.5625,2391.21,1.55703E+11,9349120474,475649928.4,2448599.04,370331536,69169
20170807,1,0,49.15,49.4,49.1,49.15,575804.81,-238250,786.4,19266.8,19539,260,2415.7225,2440.36,2410.81,2415.7225,3.31551E+11,56763062500,618424.96,371209582.2,381772521,67600
20170808,0,0,49.2,49.55,49.1,49.55,658332.44,-2334.25,2031.55,16252.4,19651,273,2420.64,2455.2025,2410.81,2455.2025,4.33402E+11,5448723.063,4127195.403,264140505.8,386161801,74529
20170809,0,0,49.1,49.3,48.8,48.95,721294.38,-157259.27,4943.95,-30104.25,20267,280,2410.81,2430.49,2381.44,2396.1025,5.20266E+11,24730478001,24442641.6,906265868.1,410751289,78400
20170810,0,1,48.85,48.85,48.15,48.15,759278.06,-88635.48,-12470.85,-26049.15,20210,375,2386.3225,2386.3225,2318.4225,2318.4225,5.76503E+11,7856248315,155522099.7,678558215.7,408444100,140625
20170811,0,0,47.6,48.45,47.6,48.15,690019.81,-11436.49,-4526.1,-31777.36,19566,370,2265.76,2347.4025,2265.76,2318.4225,4.76127E+11,130793303.5,20485581.21,1009800609,382828356,136900
20170814,1,0,48.3,48.4,47.95,48.05,363293.5,73862.27,-336.35,-7111.4,19329,404,2332.89,2342.56,2299.2025,2308.8025,1.31982E+11,5455634930,113131.3225,50572009.96,373610241,163216
20170815,1,0,48.3,48.4,48.05,48.2,333567.41,29267.96,-76638,-16870,19373,398,2332.89,2342.56,2308.8025,2323.24,1.11267E+11,856613482.6,5873383044,284596900,375313129,158404
20170816,1,0,48,48.45,47.9,48.3,578816.25,-112735.15,47672.1,-16856.7,19411,422,2304,2347.4025,2294.41,2332.89,3.35028E+11,12709214046,2272629118,284148334.9,376786921,178084
20170817,0,0,48.5,48.85,48.35,48.8,344296.25,91215.35,48.8,3806.4,19320,430,2352.25,2386.3225,2337.7225,2381.44,1.1854E+11,8320240076,2381.44,14488680.96,373262400,184900
20170818,0,1,48.3,48.3,48.05,48.05,444359,-296592.41,-6054.3,-6246.5,19689,423,2332.89,2332.89,2308.8025,2308.8025,1.97455E+11,87967057670,36654548.49,39018762.25,387656721,178929
20170821,0,1,48,48.15,47.85,48.05,255916.53,-108798.46,-1873.95,96.1,19731,396,2304,2318.4225,2289.6225,2308.8025,65493270327,11837104898,3511688.603,9235.21,389312361,156816
20170822,1,1,47.9,48.2,47.9,48.05,335685.28,-109938.78,-14847.45,5141.35,19913,366,2294.41,2323.24,2294.41,2308.8025,1.12685E+11,12086535348,220446771.5,26433479.82,396527569,133956
20170823,0,1,48.3,48.45,47.9,48.15,303918.28,-28952.16,-25278.75,-42564.6,19632,367,2332.89,2347.4025,2294.41,2318.4225,92366320918,838227568.7,639015201.6,1811745173,385415424,134689
20170824,1,1,48,48.4,47.9,48.1,378024.25,-99038.67,-6156.8,-2453.1,20178,366,2304,2342.56,2294.41,2313.61,1.42902E+11,9808658155,37906186.24,6017699.61,407151684,133956
20170825,1,1,48.1,48.3,48.1,48.2,307770.44,-47331.82,-6989,-36101.8,19969,345,2313.61,2332.89,2313.61,2323.24,94722643738,2240301185,48846121,1303339963,398760961,119025
20170828,0,0,48.25,48.85,48.25,48.7,629004.31,-53999.19,-1314.9,-2094.1,20025,347,2328.0625,2386.3225,2328.0625,2371.69,3.95646E+11,2915912521,1728962.01,4385254.81,401000625,120409
20170829,1,1,48.6,48.6,48.45,48.5,259743.05,-38785.55,-10476,-20903.5,19487,342,2361.96,2361.96,2347.4025,2352.25,67466452023,1504318889,109746576,436956312.3,379743169,116964
20170830,0,0,48.9,49.55,48.9,49.45,1095525.88,475565.41,0,-12906.45,19873,342,2391.21,2455.2025,2391.21,2445.3025,1.20018E+12,2.26162E+11,0,166576451.6,394936129,116964
20170831,0,0,49.7,49.75,49.1,49.25,668163.63,-105695.18,-2856.5,1576,20149,337,2470.09,2475.0625,2410.81,2425.5625,4.46443E+11,11171471075,8159592.25,2483776,405982201,113569
20170901,0,0,49.4,49.4,48.95,48.95,371598.19,-70488,-342.65,9153.65,20425,328,2440.36,2440.36,2396.1025,2396.1025,1.38085E+11,4968558144,117409.0225,83789308.32,417180625,107584
20170904,1,0,48.9,48.9,48.6,48.65,341382.91,-60140.55,-7297.5,1459.5,20391,524,2391.21,2391.21,2361.96,2366.8225,1.16542E+11,3616885754,53253506.25,2130140.25,415792881,274576
20170905,0,0,48.8,48.9,48.55,48.85,506385.66,10816.86,-3810.3,14801.55,20321,513,2381.44,2391.21,2357.1025,2386.3225,2.56426E+11,117004460.3,14518386.09,219085882.4,412943041,263169
20170906,0,1,48.55,48.6,48.1,48.3,1006807.88,-297006.03,-5168.1,-13105.14,19337,457,2357.1025,2361.96,2313.61,2332.89,1.01366E+12,88212581856,26709257.61,171744694.4,373919569,208849
20170907,1,1,48.4,48.6,47.8,48.15,768602.56,-222396.61,-3803.85,240.75,19321,457,2342.56,2361.96,2284.84,2318.4225,5.9075E+11,49460252139,14469274.82,57960.5625,373301041,208849
20170908,0,0,47.85,48.7,47.8,48.65,893690.44,85791.65,-8513.75,4621.75,18621,317,2289.6225,2371.69,2284.84,2366.8225,7.98683E+11,7360207210,72483939.06,21360573.06,346741641,100489
20170911,1,1,48.65,48.65,48,48.05,784768.69,-350332.22,-7832.15,-14415,18569,307,2366.8225,2366.8225,2304,2308.8025,6.15862E+11,1.22733E+11,61342573.62,207792225,344807761,94249
20170912,0,0,48.35,48.45,48,48.45,299543.09,28663.65,-1356.6,8769.45,18509,424,2337.7225,2347.4025,2304,2347.4025,89726062767,821604831.3,1840363.56,76903253.3,342583081,179776
20170913,0,0,48.45,48.6,48.15,48.45,744052.44,82378.27,1986.45,11482.65,18074,473,2347.4025,2361.96,2318.4225,2347.4025,5.53614E+11,6786179368,3945983.603,131851251,326669476,223729
20170914,0,1,48.2,48.4,48.15,48.2,463214.72,-188361.41,-12098.2,7567.4,18125,386,2323.24,2342.56,2318.4225,2323.24,2.14568E+11,35480020777,146366443.2,57265542.76,328515625,148996
20170915,1,1,48.45,48.45,48,48.15,1413285,-24290.47,9630,-1396.35,18156,515,2347.4025,2347.4025,2304,2318.4225,1.99737E+12,590026932.8,92736900,1949793.323,329640336,265225
20170918,0,0,48.45,48.7,48.35,48.7,537249.63,284392.81,5892.7,-2483.7,17486,527,2347.4025,2371.69,2337.7225,2371.69,2.88637E+11,80879270380,34723913.29,6168765.69,305760196,277729
20170919,1,1,48.7,48.75,48.1,48.1,395781.19,-156678.78,4473.3,-625.3,17645,567,2371.69,2376.5625,2313.61,2313.61,1.56643E+11,24548240102,20010412.89,391000.09,311346025,321489
20170920,1,1,48.2,48.4,48.1,48.25,383515.34,14188.11,-8540.25,-31024.75,17422,596,2323.24,2342.56,2313.61,2328.0625,1.47084E+11,201302465.4,72935870.06,962535112.6,303526084,355216
20170921,0,0,48.25,49.2,48.1,49.2,1125372.13,285713.44,-2460,80048.4,18319,522,2328.0625,2420.64,2313.61,2420.64,1.26646E+12,81632169797,6051600,6407746343,335585761,272484
20170922,0,0,49,49,48.2,48.3,819756.69,-251619.53,3139.5,-66557.4,17834,464,2401,2401,2323.24,2332.89,6.72001E+11,63312387877,9856460.25,4429887495,318051556,215296
20170925,0,0,48.6,48.6,48.05,48.25,428817.25,-25379.02,3184.5,-1109.75,18048,479,2361.96,2361.96,2308.8025,2328.0625,1.83884E+11,644094656.2,10141040.25,1231545.063,325730304,229441
20170926,1,1,48.15,48.45,48.15,48.25,475649.94,-116626.14,0,-1302.75,17997,488,2318.4225,2347.4025,2318.4225,2328.0625,2.26243E+11,13601656531,0,1697157.563,323892009,238144
20170927,0,0,48.3,48.8,48.25,48.55,384180.16,102760.59,-48.55,-6360.05,17133,520,2332.89,2381.44,2328.0625,2357.1025,1.47594E+11,10559738857,2357.1025,40450236,293539689,270400
20170928,1,1,48.4,48.8,47.8,47.8,833987.38,-448669.53,-2437.8,22418.2,17664,492,2342.56,2381.44,2284.84,2284.84,6.95535E+11,2.01304E+11,5942868.84,502575691.2,312016896,242064
20170929,0,1,48.1,48.45,48,48.2,467265.53,43506.86,1542.4,2169,17407,513,2313.61,2347.4025,2304,2323.24,2.18337E+11,1892846867,2378997.76,4704561,303003649,263169
20170930,1,1,48.4,48.5,48.15,48.2,125062.59,-7899.98,0,-6362.4,17415,509,2342.56,2352.25,2318.4225,2323.24,15640651418,62409684,0,40480133.76,303282225,259081
20171002,1,1,48.2,48.5,48.2,48.3,299901.09,-9756.6,4540.2,-7438.2,17287,501,2323.24,2352.25,2323.24,2332.89,89940663783,95191243.56,20613416.04,55326819.24,298840369,251001
20171003,1,1,48.25,48.6,48.05,48.35,628932.88,48209.3,1176.06,10250.2,16911,484,2328.0625,2361.96,2308.8025,2337.7225,3.95557E+11,2324136606,1383117.124,105066600,285981921,234256
20171005,1,1,48.3,48.6,48.2,48.55,293614.59,79885.29,3447.05,-29809.7,16738,484,2332.89,2361.96,2323.24,2357.1025,86209527461,6381659558,11882153.7,888618214.1,280160644,234256
20171006,1,1,48.55,48.8,48.5,48.7,376584.06,101687.74,-1948,-438.3,16578,492,2357.1025,2381.44,2352.25,2371.69,1.41816E+11,10340396466,3794704,192106.89,274830084,242064
20171011,0,0,49.15,49.3,49.1,49.2,1024017.13,305180.06,-442.8,-16826.4,17251,584,2415.7225,2430.49,2410.81,2420.64,1.04861E+12,93134869022,196071.84,283127737,297597001,341056
20171012,1,1,49.2,49.25,48.9,49,475681.03,-17213.65,10535,5586,17105,585,2420.64,2425.5625,2391.21,2401,2.26272E+11,296309746.3,110986225,31203396,292581025,342225
20171013,1,0,49,49.15,49,49.15,373752.88,84832.9,4128.6,13762,16962,592,2401,2415.7225,2401,2415.7225,1.39691E+11,7196620922,17045337.96,189392644,287709444,350464
20171016,1,1,49.2,49.4,48.9,49.4,754288.19,262264.59,7854.6,6866.6,16785,574,2420.64,2440.36,2391.21,2440.36,5.68951E+11,68782715168,61694741.16,47150195.56,281736225,329476
20171017,0,0,49.4,49.75,49.35,49.7,781536.94,225286.03,-24502.1,23856,17587,730,2440.36,2475.0625,2435.4225,2470.09,6.108E+11,50753795313,600352904.4,569108736,309302569,532900
20171018,1,1,49.65,49.7,48.95,49.15,1042175.5,-154108.55,39074.25,6291.2,17299,690,2465.1225,2470.09,2396.1025,2415.7225,1.08613E+12,23749445183,1526797013,39579197.44,299255401,476100
20171019,0,0,49.25,49.45,49.1,49.35,351081.41,163515.06,-2763.6,11745.3,17034,689,2425.5625,2445.3025,2410.81,2435.4225,1.23258E+11,26737174847,7637484.96,137952072.1,290157156,474721
20171020,1,1,49.25,49.25,48.8,48.9,511245.97,443.72,0,-7237.2,17129,646,2425.5625,2425.5625,2381.44,2391.21,2.61372E+11,196887.4384,0,52377063.84,293402641,417316
20171023,0,1,49.1,49.5,49.1,49.5,400874.84,249786.61,19750.5,-3910.5,17755,706,2410.81,2450.25,2410.81,2450.25,1.60701E+11,62393350535,390082250.3,15292010.25,315240025,498436
20171024,1,1,49.5,49.5,48.9,49.15,463837.59,10776.43,245.75,-13270.5,17102,695,2450.25,2450.25,2391.21,2415.7225,2.15145E+11,116131443.5,60393.0625,176106170.3,292478404,483025
20171025,0,1,49.4,49.7,49.3,49.6,815582.63,180326.91,78020.8,19294.4,16932,749,2440.36,2470.09,2430.49,2460.16,6.65175E+11,32517794470,6087245233,372273871.4,286692624,561001
20171026,1,1,49.6,49.6,49.2,49.2,285997.97,30070.35,15202.8,6642,16956,745,2460.16,2460.16,2420.64,2420.64,81794838844,904225949.1,231125127.8,44116164,287505936,555025
20171027,1,1,49.5,50.2,49.4,49.8,1779074.13,321397.25,70666.2,78086.4,17508,857,2450.25,2520.04,2440.36,2480.04,3.1651E+12,1.03296E+11,4993711822,6097485865,306530064,734449
20171030,0,0,50.1,50.5,50,50,1067728,-31514.4,64150,68450,18258,893,2510.01,2550.25,2500,2500,1.14004E+12,993157407.4,4115222500,4685402500,333354564,797449
20171031,1,0,49.8,50.2,49.7,49.8,788021.25,-85265.17,21712.8,10507.8,17871,897,2480.04,2520.04,2470.09,2480.04,6.20977E+11,7270149215,471445683.8,110413860.8,319372641,804609
20171101,0,0,50,50.4,50,50.2,602658.25,44205.77,-1154.6,-9588.2,18432,914,2500,2540.16,2500,2520.04,3.63197E+11,1954150101,1333101.16,91933579.24,339738624,835396
20171102,1,0,50.1,50.3,49.95,50.1,494356.25,-97682.98,-8250.97,-9669.3,18245,916,2510.01,2530.09,2495.0025,2510.01,2.44388E+11,9541964582,68078505.94,93495362.49,332880025,839056
20171103,0,0,50.1,50.2,50,50.2,365802.09,105922,-12550,-13403.4,17760,915,2510.01,2520.04,2500,2520.04,1.33811E+11,11219470084,157502500,179651131.6,315417600,837225
20171106,0,0,49.95,50.2,49.8,50,425073.41,15825.55,0,-13200,16771,915,2495.0025,2520.04,2480.04,2500,1.80687E+11,250448032.8,0,174240000,281266441,837225
20171107,0,0,50,50.1,49.65,49.8,420815.03,-86789.15,0,-16284.6,16473,883,2500,2510.01,2465.1225,2480.04,1.77085E+11,7532356558,0,265188197.2,271359729,779689
20171108,0,1,49.65,49.8,49.5,49.5,339067.19,-78457.5,2920.5,-9504,16325,812,2465.1225,2480.04,2450.25,2450.25,1.14967E+11,6155579306,8529320.25,90326016,266505625,659344
20171109,1,1,49.45,49.65,48.9,49.2,723152.19,-123991.18,-29421.6,-43394.4,15941,770,2445.3025,2465.1225,2391.21,2420.64,5.22949E+11,15373812718,865630546.6,1883073951,254115481,592900
20171110,1,1,49.25,49.4,49.15,49.3,264566.06,2468.45,542.3,-25340.2,15962,752,2425.5625,2440.36,2415.7225,2430.49,69995200104,6093245.403,294089.29,642125736,254785444,565504
20171113,0,1,49.35,50.1,49.3,49.8,680726.88,-226792.28,1494,119370.6,17065,807,2435.4225,2510.01,2430.49,2480.04,4.63389E+11,51434738268,2232036,14249340144,291214225,651249
20171114,1,1,50.2,50.3,49.5,49.55,936899.38,-227433.31,-842.35,-93500.85,17453,792,2520.04,2530.09,2450.25,2455.2025,8.7778E+11,51725910498,709553.5225,8742408951,304607209,627264
20171115,0,1,50.4,50.4,49.8,49.8,1129708.38,-103066.58,0,-38395.8,17707,870,2540.16,2540.16,2480.04,2480.04,1.27624E+12,10622719913,0,1474237458,313537849,756900
20171116,0,1,49.85,50,49.7,49.7,513770.44,-63418.2,-8349.6,-6262.2,17483,867,2485.0225,2500,2470.09,2470.09,2.6396E+11,4021868091,69715820.16,39215148.84,305655289,751689
20171117,1,1,50,50,49.6,49.7,711209.75,-96651.79,-99.4,-10834.6,17607,867,2500,2500,2460.16,2470.09,5.05819E+11,9341568510,9880.36,117388557.2,310006449,751689
20171120,1,1,49.95,50.7,49.9,50.5,1453877.25,548319.38,14998.5,26916.5,17642,977,2495.0025,2570.49,2490.01,2550.25,2.11376E+12,3.00654E+11,224955002.3,724497972.3,311240164,954529
20171121,1,0,50.6,54.1,50.6,53.8,5002502,1256416.63,58803.4,419640,19462,1287,2560.36,2926.81,2560.36,2894.44,2.5025E+13,1.57858E+12,3457839852,1.76098E+11,378769444,1656369
20171122,1,0,54.7,56,53.8,54,3686499.5,277956.69,258606,-215298,21003,1396,2992.09,3136,2894.44,2916,1.35903E+13,77259921516,66877063236,46353228804,441126009,1948816
20171123,0,0,54.6,55,53.7,54.3,1681302,244314.11,74879.7,130700.1,22596,1446,2981.16,3025,2883.69,2948.49,2.82678E+12,59689384345,5606969472,17082516140,510579216,2090916
20171124,0,1,54,54,53.3,53.6,941204.13,-43893.41,-1608,-63837.6,22358,1253,2916,2916,2840.89,2872.96,8.85865E+11,1926631441,2585664,4075239174,499880164,1570009
20171127,0,1,53.6,53.6,52.2,52.4,949160.31,-102199.49,0,-60836.4,21993,950,2872.96,2872.96,2724.84,2745.76,9.00905E+11,10444735756,0,3701067565,483692049,902500
20171128,1,1,52.3,52.9,51.6,52.2,1155086.13,183947.58,-59977.8,33564.6,23167,790,2735.29,2798.41,2662.56,2724.84,1.33422E+12,33836712188,3597336493,1126582373,536709889,624100
20171129,0,1,53,53.3,52.4,52.6,1010596.75,208998.05,-105.2,-11414.2,22982,914,2809,2840.89,2745.76,2766.76,1.02131E+12,43680184904,11067.04,130283961.6,528172324,835396
20171130,1,1,52.9,53,51.7,51.7,1656108.5,-37831.73,41618.5,11270.6,24172,730,2798.41,2809,2672.89,2672.89,2.7427E+12,1431239795,1732099542,127026424.4,584285584,532900
20171201,1,0,52,54.8,51.9,54.3,3360701.5,611875.75,39747.6,129722.7,26405,1409,2704,3003.04,2693.61,2948.49,1.12943E+13,3.74392E+11,1579871706,16827978895,697224025,1985281
20171204,0,0,54.7,55.2,53,55,2113304.25,-27624.24,110495,-166320,27056,1666,2992.09,3047.04,2809,3025,4.46605E+12,763098635.6,12209145025,27662342400,732027136,2775556
20171205,0,0,54.6,56.2,54.4,54.5,3245968.75,446979.94,483905.5,133143.5,25970,1732,2981.16,3158.44,2959.36,2970.25,1.05363E+13,1.99791E+11,2.34165E+11,17727191592,674440900,2999824
20171206,0,0,54.3,54.4,53.5,53.7,1574398.25,82704.45,40489.8,-158092.8,25770,1314,2948.49,2959.36,2862.25,2883.69,2.47873E+12,6840026050,1639423904,24993333412,664092900,1726596
20171207,1,1,53.4,53.6,52.6,52.8,1062617.88,187336.98,40656,-62937.6,26255,1069,2851.56,2872.96,2766.76,2787.84,1.12916E+12,35095144076,1652910336,3961141494,689325025,1142761
20171208,0,1,53.2,53.9,52.9,53.5,827776.44,188599,17066.5,-29585.5,26173,1090,2830.24,2905.21,2798.41,2862.25,6.85214E+11,35569582801,291265422.3,875301810.3,685025929,1188100
20171211,0,0,53.8,54.4,53.5,53.5,741062.38,-41263.37,1605,-43228,26608,1128,2894.44,2959.36,2862.25,2862.25,5.49173E+11,1702665704,2576025,1868659984,707985664,1272384
20171212,1,1,53.1,53.4,52.7,53,958090.19,-127087.01,36782,-54696,26292,1006,2819.61,2851.56,2777.29,2809,9.17937E+11,16151108111,1352915524,2991652416,691269264,1012036
20171213,1,1,53.1,54.1,53.1,53.3,842198,-5545.17,48076.6,-2505.1,26558,1069,2819.61,2926.81,2819.61,2840.89,7.09297E+11,30748910.33,2311359468,6275526.01,705327364,1142761
20171214,0,0,53.9,54.4,53.6,54.3,1261648.5,550391.63,3366.6,36109.5,25194,1277,2905.21,2959.36,2872.96,2948.49,1.59176E+12,3.02931E+11,11333995.56,1303895990,634737636,1630729
20171215,0,1,53.8,54.1,53.4,53.7,1167476,71232.67,64977,-59607,24278,1126,2894.44,2926.81,2851.56,2883.69,1.363E+12,5074093275,4222010529,3552994449,589421284,1267876
20171218,1,1,53.9,53.9,53.3,53.4,435559.75,-100498.8,7796.4,-14311.2,24652,1084,2905.21,2905.21,2840.89,2851.56,1.89712E+11,10100008801,60783852.96,204810445.4,607721104,1175056
20171219,0,0,53.4,54.4,53.3,54.4,1311010.63,427677.84,119136,-35033.6,24030,1302,2851.56,2959.36,2840.89,2959.36,1.71875E+12,1.82908E+11,14193386496,1227353129,577440900,1695204
20171220,0,0,54.4,54.9,53.8,54,918579.25,196.29,-21600,162,23900,1267,2959.36,3014.01,2894.44,2916,8.43788E+11,38529.7641,466560000,26244,571210000,1605289
20171221,1,0,54.4,54.5,53.8,53.8,451326.06,167814.25,0,-17000.8,23607,1169,2959.36,2970.25,2894.44,2894.44,2.03695E+11,28161622503,0,289027200.6,557290449,1366561
20171222,0,0,54.4,54.5,53.5,53.9,642176.5,-15469.3,0,-11103.4,23638,1112,2959.36,2970.25,2862.25,2905.21,4.12391E+11,239299242.5,0,123285491.6,558755044,1236544
20171225,0,1,54,54.1,53.3,53.5,449568.53,33277,-24877.5,-71262,23684,1094,2916,2926.81,2840.89,2862.25,2.02112E+11,1107358729,618890006.3,5078272644,560931856,1196836
20171226,1,1,53.5,53.9,52.8,52.9,500747.78,-12960.5,29342.52,-70568.6,23061,1005,2862.25,2905.21,2787.84,2798.41,2.50748E+11,167974560.3,860983480,4979927306,531809721,1010025
20171227,0,1,52.9,53.9,52.9,53.8,445641.59,196854.2,-22327,4357.8,22455,1032,2798.41,2905.21,2798.41,2894.44,1.98596E+11,38751576058,498494929,18990420.84,504227025,1065024
20171228,0,1,53.8,54.2,53.5,53.8,611209.25,119436,-67626.6,-9038.4,22868,1047,2894.44,2937.64,2862.25,2894.44,3.73577E+11,14264958096,4573357028,81692674.56,522945424,1096209
20171229,1,1,53.8,54.4,53,53.5,860102.63,34294.04,61953,48845.5,23166,1015,2894.44,2959.36,2809,2862.25,7.39777E+11,1176081180,3838174209,2385882870,536663556,1030225
